author_sort,authors,comments,cover,timestamp,formats,isbn,id,identifiers,languages,library_name,pubdate,publisher,rating,series,series_index,size,tags,title,title_sort,#已读,uuid
"Unknown","Unknown","","/Users/zxy/Calibre Library/Unknown/Ru He Gao Xiao Xue Xi -Si Ke Te Yang (805)/cover.jpg","2022-09-15T17:36:23+08:00","pdf","","805","","","Calibre Library","2018-11-13T18:13:21+08:00","","","","1.0","7853719","","如何高效学习-斯科特杨","如何高效学习-斯科特杨","False","8a041e56-8f0b-4f05-a842-768c39397756"
"caizhizhong","蔡志忠","","/Users/zxy/Calibre Library/Cai Zhi Zhong/Man Hua Shan Zong Si Xiang Tao Zhuang (806)/cover.jpg","2022-09-15T17:36:35+08:00","epub","","806","","zho","Calibre Library","0101-01-01T08:00:00+08:00","","","","1.0","49132515","","漫画禅宗思想套装","manhuachanzongsixiang(taozhuanggong3ce)","False","b983b23d-2ca8-43ef-b9cf-d6ba40309997"
"沙龙·莫勒姆 & 乔纳森·普林斯","沙龙·莫勒姆 & 乔纳森·普林斯","","/Users/zxy/Calibre Library/Sha Long _Mo Le Mu/Bing Zhe Sheng Cun (807)/cover.jpg","2022-09-15T17:36:58+08:00","epub","9787508689012","807","isbn:9787508689012,mobi-asin:18e5e78f-d219-41cb-aa28-c327f1cfe4ad","zho","Calibre Library","2018-08-01T00:00:00+08:00","中信出版集团","","","1.0","329127","","病者生存","病者生存","False","b16ee2d6-5e96-4219-b46e-9bbe2d6f1be3"
"张宏杰","张宏杰","","/Users/zxy/Calibre Library/Zhang Hong Jie/Jian Du Zhong Guo Shi _Shi Jie Shi Zuo Biao Xia De Zhong Guo (808)/cover.jpg","2022-09-15T17:37:10+08:00","epub","9787553811550","808","mobi-asin:dbfa2064-f20d-4d5d-9d50-18aaf523d027,isbn:9787553811550","zho","Calibre Library","2019-08-01T00:00:00+08:00","岳麓书社","","","1.0","619239","","简读中国史：世界史坐标下的中国","简读中国史：世界史坐标下的中国","False","4b376fb9-e5d9-4228-96f2-cc486cf85321"
"曹雪芹","曹雪芹","红楼梦","/Users/zxy/Calibre Library/Cao Xue Qin/Hong Lou Meng (809)/cover.jpg","2022-09-15T17:37:14+08:00","epub","","809","","zho","Calibre Library","0101-01-01T08:00:00+08:00","ixdzs.com","","","1.0","1281306","爱下电子书","红楼梦","红楼梦","False","1a7cbd92-95c7-45e6-9df1-0cf206b3cf5e"
"纳西姆·尼古拉斯·塔勒布","纳西姆·尼古拉斯·塔勒布","为什么这个世界上最稳定的国家其实没有政府？  
为什么负债对你不好，以及为什么我们通常所说的“效率”根本缺乏就是效率？  
为什么政府和社会政策保护强者，却伤害弱者？  
为什么你应该在还没入职之前，就应该写好辞职信？  
泰坦尼克号的沉没为什么拯救了更多的生命？  
尼采有句名言：“杀不死我的，使我更强大。”就像人的骨头承受压力和紧张会变得更加强壮，谣言或暴乱在有人试图压制它们时会变本加厉一样，生命中的许多事物也会受益于压力、混乱、波动和不确定。  
畅销书《黑天鹅》告诉我们，发生概率极低的事件和无法预测的“黑天鹅”事件，在世界上几乎每一种事物的身上都会发生。在《反脆弱》一书中，塔勒布告诉我们在不确定的世界中的生存法则，他找到并定义了“反脆弱”类事物：每一个事物都会从波动中得到利益或蒙受损失，脆弱性是指因为波动和不确定而承受损失，反脆弱性则是指让自己避免这些损失，甚至从混乱和不确定中获利。  
反脆弱类事物不只受益于混沌，也需要适时出现的压力与危机，如此才能维持生存与实现繁荣。作者还认为，不确定性是件好事，甚至有其存在的必要，并且建议我们培养反脆弱性的特质。反脆弱性超越强韧性或坚固性：强韧性只能够抵抗震动和维持原状；反脆弱性则会让事物变得越来越好。此外，反脆弱性还可以避免预测误差，并且保护事物不受负面“黑天鹅”事件的影响。  
这本书大谈试错法、人生的大小决定、政治、自治市、战争、个人理财、经济体系和医疗系统……风格独树一帜。《反脆弱》性是我们生活在不确定世界中的“导航仪”，也是面对随时可能出现的“黑天鹅”事件的终极自保指南。
","/Users/zxy/Calibre Library/Na Xi Mu _Ni Gu La Si _Ta Le Bu/Fan Cui Ruo (810)/cover.jpg","2022-09-15T17:37:19+08:00","epub","9787508643335","810","douban:25782902,isbn:9787508643335,mobi-asin:cd440636-e856-4137-90de-845f261ef537","zho","Calibre Library","2014-01-15T00:00:00+08:00","中信出版社","4","","1.0","799688","思维, 心理学, 反脆弱, 塔勒布, 社会, 黑天鹅, 心理, 投资","反脆弱","反脆弱","False","a7366e1a-da23-4775-be4a-baa3aac8cf01"
"莉迪亚·康 & 内特·彼得森","莉迪亚·康 & 内特·彼得森","","/Users/zxy/Calibre Library/Li Di Ya _Kang/Huang Dan Yi Xue Shi (Yi Ben Che Di Dian Fu Ni Dui Chuan Tong Yi Xue Li Jie De Shu ,Ren Ren Du (811)/cover.jpg","2022-09-15T17:37:48+08:00","pdf","","811","mobi-asin:B07JKNXK8J","zho","Calibre Library","2018-09-30T00:00:00+08:00","江西科学技术出版社","","","1.0","40973815","①医学史-西方国家","荒诞医学史（一本彻底颠覆你对传统医学理解的书，人人都能看得懂！有点味道的书~）（凤凰联动畅销系列之一）","荒诞医学史（一本彻底颠覆你对传统医学理解的书，人人都能看得懂！有点味道的书~）（凤凰联动畅销系列之一）","False","da7de799-53cd-42b1-8d3c-2dfb4b7fa54e"
"梁启超","梁启超","","/Users/zxy/Calibre Library/Liang Qi Chao/Du Shu Zhi Nan (812)/cover.jpg","2022-09-15T17:37:55+08:00","epub","","812","","zho","Calibre Library","2014-07-01T00:00:00+08:00","","","","1.0","333663","","读书指南","读书指南","False","fe1ce5ae-fb46-4207-9bc2-310cdef00b14"
"Nassim Nicholas Taleb","纳西姆•尼古拉斯•塔勒布","","/Users/zxy/Calibre Library/Na Xi Mu _Ni Gu La Si _Ta Le Bu/Sui Ji Sheng Cun De Zhi Hui (813)/cover.jpg","2022-09-15T17:38:24+08:00","epub","978-7-5086-3316-9","813","isbn:978-7-5086-3316-9","zho","Calibre Library","2012-07-01T00:00:00+08:00","","","","1.0","2313114","","随机生存的智慧","heitiane+fancuoruo+suijishengcundezhihui","False","19507497-3cb0-4738-b9d4-61a88e894542"
"亚瑟·杜姆切夫","亚瑟·杜姆切夫","]]>","/Users/zxy/Calibre Library/Ya Se _Du Mu Qie Fu/Ji Yi Bian Ma (Te Bie Shou Lu Ai Yin Si Tan Zhuan Yong De Nao Li Xun Lian Fa ,Qing Song Cheng W (815)/cover.jpg","2022-10-12T11:22:29+08:00","epub","9787541156373","815","mobi-asin:B08CV6QF63,isbn:9787541156373","zho","Calibre Library","2020-05-01T00:00:00+08:00","四川文艺出版社","","","1.0","1296944","","记忆编码(特别收录爱因斯坦专用的脑力训练法，轻松成为记忆高手的实用手册)","记忆编码(特别收录爱因斯坦专用的脑力训练法，轻松成为记忆高手的实用手册)","False","198ac458-7cf3-4da2-ae8b-d23676757568"
"Schember, John","John Schember","calibre Quick Start Guide","/Users/zxy/Calibre Library/John Schember/Quick Start Guide (816)/cover.jpg","2022-10-17T13:24:57+08:00","epub","","816","","eng","Calibre Library","0101-01-01T08:00:00+08:00","","","","1.0","55557","","Quick Start Guide","Quick Start Guide","False","64b47304-97a1-4f61-9a98-1da73f8617b4"
"Wigner, Cresson Kearny; Edward Teller; Don Mann; Eugene","Cresson Kearny; Edward Teller; Don Mann; Eugene Wigner","","/Users/zxy/Calibre Library/Cresson Kearny; Edward Teller; Don Mann; Eugene Wigner/Nuclear War Survival Skills (817)/cover.jpg","2022-10-29T14:17:30+08:00","epub","9781510702059","817","isbn:e9781510702059","eng","Calibre Library","1986-10-15T00:00:00+08:00","Skyhorse Publishing","","","1.0","115934296","","Nuclear War Survival Skills","Nuclear War Survival Skills","False","fa045b97-a0b1-4e55-93fa-3ba2f6523c0d"
"张巍","张巍","","/Users/zxy/Calibre Library/Zhang Wei/Luo Ji Biao Da _Gao Xiao Gou Tong De Jin Zi Ta Si Wei (Cong Si Wei De Gen Yuan Jie Jue Ni Biao (818)/cover.jpg","2022-10-30T14:08:46+08:00","epub","","818","","zho","Calibre Library","2020-01-01T00:00:00+08:00","","","","1.0","3125149","","逻辑表达：高效沟通的金字塔思维（从思维的根源解决你表达的效果）","逻辑表达：高效沟通的金字塔思维（从思维的根源解决你表达的效果）","False","934462c2-b0ba-4d41-ae3b-9bac48b41ba4"
"朱迪斯·莱特","朱迪斯·莱特","","/Users/zxy/Calibre Library/Zhu Di Si _Lai Te/Ruan Yin _Zhong Jie Na Xie Qie Qu Ni Shi Jian , Duo Zou Ni Sheng Huo De Qiang Po Xing Xi Guan ( (819)/cover.jpg","2022-10-30T14:08:46+08:00","epub","9787536096790","819","isbn:9787536096790,mobi-asin:B0B9BJN935","zho","Calibre Library","2022-07-01T00:00:00+08:00","广州：花城出版社","","","1.0","4791303","-SanQiu.CC","软瘾：终结那些窃取你时间、夺走你生活的强迫性习惯（摆脱无意识沉迷，终结心理依赖，还生活以充实和自律。后浪出品）","软瘾：终结那些窃取你时间、夺走你生活的强迫性习惯（摆脱无意识沉迷，终结心理依赖，还生活以充实和自律。后浪出品）","False","13d09f7a-4cd3-4efa-a74b-c4c2159a2d68"
"比尔·布莱森","比尔·布莱森","","/Users/zxy/Calibre Library/Bi Er _Bu Lai Sen/Ying Wen Chao Zheng Dian (Zi Dian Mei Jiang Qing Chu De Ying Wen Ma Fan Ci ,Kan Wan Zai Ye Bu H (820)/cover.jpg","2022-10-30T14:08:46+08:00","epub","","820","mobi-asin:4b98eba0-2a1a-4a27-8775-4ea277d1ee13","zho","Calibre Library","2022-03-01T00:00:00+08:00","","","","1.0","453357","","英文超正典（字典没讲清楚的英文麻烦词，看完再也不会用错！1155个英文单词解析！《万物简史》比尔·布莱森作品）","英文超正典（字典没讲清楚的英文麻烦词，看完再也不会用错！1155个英文单词解析！《万物简史》比尔·布莱森作品）","False","2a4ed918-b501-463e-b35b-64f27867fc28"
"[美]尼尔·德格拉斯·泰森","[美]尼尔·德格拉斯·泰森","","/Users/zxy/Calibre Library/[Mei ]Ni Er _De Ge La Si _Tai Sen/Ba Yu Zhou Zuo Wei Fang Fa _Tian Ti Wu Li Xue Jia Xie Gei Suo You Ren De 101Feng Xin (821)/cover.jpg","2022-10-30T14:08:46+08:00","epub","","821","","zho","Calibre Library","2021-06-01T00:00:00+08:00","天津科学技术出版社","","","1.0","505253","","把宇宙作为方法：天体物理学家写给所有人的101封信","把宇宙作为方法：天体物理学家写给所有人的101封信","False","9926f6d0-ccb4-4e77-854d-0cebb152b6ec"
"郁喆隽","郁喆隽","","/Users/zxy/Calibre Library/Yu Zhe Jun/50Tang Jing Dian Zhe Xue Si Wei Ke (822)/cover.jpg","2022-10-30T14:08:46+08:00","epub","9787521734683","822","mobi-asin:8b2e0a6b-9930-48d5-b9c1-366d017ed413,isbn:9787521734683","zho","Calibre Library","2021-11-09T00:00:00+08:00","中信出版集团","","","1.0","4721992","","50堂经典哲学思维课","50堂经典哲学思维课","False","0581be38-a710-417f-8329-fb14ca1c9110"
"科林•巴拉斯 & 里奇•科克伦 & 罗伯特•阿普 & 马丁•科恩","科林•巴拉斯 & 里奇•科克伦 & 罗伯特•阿普 & 马丁•科恩","","/Users/zxy/Calibre Library/Ke Lin _Ba La Si/2Ye Zhi Tu Jie Ke Xue , Shu Xue , Zhe Xue (Tao Zhuang Gong 3Ce )(1Fen Zhong _2Ye Zhi _3San Ge B (823)/cover.jpg","2022-10-30T14:08:46+08:00","epub","9787559640512","823","mobi-asin:B08FWZJ9M5,isbn:9787559640512","zho","Calibre Library","2020-08-01T00:00:00+08:00","北京联合出版公司","","","1.0","29736392","","2页纸图解科学、数学、哲学（套装共3册）（1分钟•2页纸•3三个步骤：快速了解并记忆100个最重要知识）","2页纸图解科学、数学、哲学（套装共3册）（1分钟•2页纸•3三个步骤：快速了解并记忆100个最重要知识）","False","9be28efd-0cdd-40f0-acd9-4c1ad3c05f78"
"斯科特·H.扬(Scott H. Young)","斯科特·H.扬(Scott H. Young)","","/Users/zxy/Calibre Library/Si Ke Te _H.Yang (Scott H. Young)/Chao Ji Xue Xi Zhe (Dian Liang Ren Sheng De Gao Guang Shi Ke ,Wan Cheng Ge Zhi Yi Jiu De Yuan W (824)/cover.jpg","2022-10-30T14:08:46+08:00","epub","","824","mobi-asin:B09XHTLL5G","zho","Calibre Library","2022-02-01T00:00:00+08:00","北京华章图文信息有限公司","","","1.0","2696318","","超级学习者（点亮人生的高光时刻，完成搁置已久的愿望清单，掌握超级学习9大原则，助你超越竞争、脱颖而出）","超级学习者（点亮人生的高光时刻，完成搁置已久的愿望清单，掌握超级学习9大原则，助你超越竞争、脱颖而出）","False","26ca61e7-7d8c-4c26-897d-0fd0988e05a6"
"黎甜","黎甜","","/Users/zxy/Calibre Library/Li Tian/Jie Gou Hua Si Wei (825)/cover.jpg","2022-10-30T14:08:46+08:00","epub","9787514227697","825","isbn:9787514227697","zho","Calibre Library","2019-12-01T00:00:00+08:00","文化发展出版社","","","1.0","3565657","","结构化思维","结构化思维","False","33d49204-789d-4d25-839e-59c72d81c739"
"克里斯·芬宁","克里斯·芬宁","","/Users/zxy/Calibre Library/Ke Li Si _Fen Ning/Kai Qi Gao Zhi Liang Gou Tong De Di 1Fen Zhong (He Ling Dao Hui Bao Gong Zuo , Gen Tong Shi Jia (826)/cover.jpg","2022-10-30T14:08:46+08:00","epub","","826","mobi-asin:B0B5NK3RD8","zho","Calibre Library","2022-07-02T00:00:00+08:00","中国财政经济出版社","","","1.0","2747723","","开启高质量沟通的第1分钟（和领导汇报工作、跟同事讲解方案、回答棘手提问……沟通高手们都在用的表述框架，《财富》50强公司沟通顾问力作，Axiom商业图书、The Feathered Quill 商业图书 获奖作品）","开启高质量沟通的第1分钟（和领导汇报工作、跟同事讲解方案、回答棘手提问……沟通高手们都在用的表述框架，《财富》50强公司沟通顾问力作，Axiom商业图书、The Feathered Quill 商业图书 获奖作品）","False","75329833-e56f-4c83-b28e-140187a526b7"
"[美]戴维·麦卡洛","[美]戴维·麦卡洛","","/Users/zxy/Calibre Library/[Mei ]Dai Wei _Mai Qia Luo/Lai Te Xiong Di (827)/cover.jpg","2022-10-30T14:08:47+08:00","epub","9787508678375","827","isbn:9787508678375","zho","Calibre Library","2019-01-03T00:00:00+08:00","中信出版集团","","","1.0","5380934","","莱特兄弟","莱特兄弟","False","dcea9023-935d-41ea-ba07-37eeea6ab0ed"
"[意]乔万尼·阿里吉(Giovanni Arrighi) & 魏南枝","[意]乔万尼·阿里吉(Giovanni Arrighi) & 魏南枝","","/Users/zxy/Calibre Library/[Yi ]Qiao Wan Ni _A Li Ji (Giovanni Arrighi)/Man Chang De 20Shi Ji _Jin Qian , Quan Li Yu Wo Men Shi Dai De Qi Yuan [(Zhui Su Zi Ben Ji Lei (828)/cover.jpg","2022-10-30T14:08:47+08:00","epub","","828","mobi-asin:B09Y55XKTQ","zho","Calibre Library","2022-04-01T00:00:00+08:00","社会科学文献出版社","","","1.0","1427023","","漫长的20世纪：金钱、权力与我们时代的起源【追溯资本积累与国家形成之间的变化，被誉为历史社会学的杰作】 (思想会)","漫长的20世纪：金钱、权力与我们时代的起源【追溯资本积累与国家形成之间的变化，被誉为历史社会学的杰作】 (思想会)","False","b3e282bc-e0da-4dba-8d91-b2ffbf2477ab"
"乔纳森·劳赫","乔纳森·劳赫","","/Users/zxy/Calibre Library/Qiao Na Sen _Lao He/Ni De Xing Fu Qu Xian (829)/cover.jpg","2022-10-30T14:08:47+08:00","epub","","829","","zho","Calibre Library","2019-12-01T00:00:00+08:00","浙江教育出版社","","","1.0","5317929","","你的幸福曲线","你的幸福曲线","False","5ff5cae6-819d-4904-9228-53e5746eca6d"
"杰弗里•伯恩斯坦","杰弗里•伯恩斯坦","","/Users/zxy/Calibre Library/Jie Fu Li _Bo En Si Tan/Pan Ni Bu Shi Hai Zi De Cuo _Bu Da , Bu Ma , Bu Dong Qi De Wen Nuan Jiao Yang Zhu (830)/cover.jpg","2022-10-30T14:08:47+08:00","epub","","830","asin:B00IP1GVS6","zho","Calibre Library","2014-02-28T00:00:00+08:00","机械工业出版社","","","1.0","1033971","","叛逆不是孩子的错：不打、不骂、不动气的温暖教养术","叛逆不是孩子的错：不打、不骂、不动气的温暖教养术","False","864e004c-68a4-4351-89b5-104f47c33959"
"霍格尔·丹贝克","霍格尔·丹贝克","","/Users/zxy/Calibre Library/Huo Ge Er _Dan Bei Ke/Ni Xue De Shu Xue Bu Ke Neng Zhe Yao Hao Wan _Chao Kuai Jie Shi Yong De Shu Xue Ying Yong Ji Qi (831)/cover.jpg","2022-10-30T14:08:47+08:00","epub","","831","","zho","Calibre Library","2021-04-01T00:00:00+08:00","","","","1.0","4162339","","你学的数学不可能这么好玩：超快捷实用的数学应用技巧","你学的数学不可能这么好玩：超快捷实用的数学应用技巧","False","63fac983-e1a8-4cb2-a5d8-cf59dc3b0c3b"
